	SI_ACRO_T2	LC_OUL_M1	PC_PLAT_M1	PI_PLAT_T1	PC_OUL_S2	SI_OUL_M3	PI_PORI_T1	LC_OUL_S3	PC_LEPT_M1	PI_PORI_S3	LC_PLAT_S1	PI_PLAT_S2	LC_OUL_T3	SI_PLAT_T2	PC_LEPT_S1	LC_PLAT_T1	LC_PORI_S1	PI_PLAT_T3	PI_PORI_S2	SI_PLAT_S2	LC_PLAT_M3	LC_PORI_S2	NP_PORI_S1	NP_PORI_T1	LC_PORI_T2	SI_ACRO_T1	PI_OUL_T1	LC_PLAT_T3	LC_OUL_T1	SI_OUL_T3	YTW_OUL_S2	SI_PLAT_M2	SI_OUL_M1	YTW_OUL_S1	LC_ACRO_T1	PC_FAVI_S1	SI_ACRO_T3	YTW_OUL_S3	PC_OUL_S1	CI_ACRO_T2	SI_OUL_T1	SI_OUL_S3	PI_PLAT_M2	PI_OUL_T3	PI_PORI_T3	PC_OUL_T2	LC_PLAT_M1	SI_PLAT_T1	LC_PLAT_S3	PC_OUL_T1	PC_PLAT_S1	PC_OUL_S3	YTW_OUL_T1	LC_OUL_S1	PI_PLAT_M3	YTW_OUL_T2	LC_PORI_T1	PI_OUL_S1	SI_PLAT_S1	PC_FAVI_T1	PI_OUL_T2	PI_PORI_S1	CI_ACRO_T1	PC_PLAT_T1	PI_PLAT_T2	LC_PORI_T3	YTW_OUL_T3	PI_OUL_S2	PC_OUL_T3	SI_OUL_S1	PI_PORI_T2	PC_LEPT_T1	SI_PLAT_M1	PI_PLAT_S1	SI_PLAT_T3	SI_OUL_M2	NP_ACRO_T2	LC_PLAT_M2	LC_PLAT_S2	SW_OUL_M1	SW_OUL_T1	SI_PLAT_S3	SI_OUL_T2	LC_PLAT_T2	SI_PLAT_M3	SW_OUL_S1	LC_OUL_S2	NP_ACRO_M2	LC_OUL_M2	LC_OUL_T2	SI_OUL_S2	sum	genus	family
ASV000042	78	159	110	125	164	89	71	191	179	48	46	44	936	1428	219	29	12	98	80	27	79	22	0	35	129	72	483	18	289	105	104	66	77	34	75	517	62	146	212	42	141	31	304	282	195	235	32	39	57	281	305	84	244	38	62	308	374	337	23	487	297	14	54	418	166	246	404	58	339	38	0	519	435	126	18	1319	16	15	227	854	34	108	165	369	20	59	75	32	356	178	81	17599	Halomonas	Halomonadaceae
ASV000043	0	0	0	0	0	0	0	4	0	0	0	0	0	6	0	10	0	0	0	0	865	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	316	9	0	731	7417	19	47	227	14	5975	227	370	0	494	420	0	288	17462	Pseudomonas	Pseudomonadaceae
ASV000044	80	282	200	185	198	103	406	161	243	127	34	213	680	67	345	60	25	100	82	34	55	67	89	41	317	77	316	37	194	69	172	55	148	32	95	759	62	512	373	40	78	22	74	257	351	215	42	45	33	340	504	111	260	55	63	430	327	306	37	472	288	14	40	322	176	450	810	135	342	27	139	547	44	100	21	33	0	0	166	803	0	9	208	321	26	144	113	36	376	195	73	17115	Thermomonas	Xanthomonadaceae
ASV000045	45	404	88	42	0	61	56	199	51	24	91	18	121	90	0	157	13	93	112	128	228	96	19	46	0	37	0	167	57	747	61	917	52	17	113	40	36	0	31	14	3195	200	34	209	44	46	174	43	37	0	26	0	15	52	28	0	62	0	233	29	155	0	50	26	264	347	0	16	23	456	16	0	310	22	42	1968	16	0	0	379	58	140	1608	106	0	934	231	254	143	55	417	16934	Pseudomonas	Pseudomonadaceae
ASV000046	0	376	73	0	123	438	77	631	960	17	0	23	8294	58	72	38	85	0	34	11	52	0	0	22	440	24	0	14	236	283	146	482	403	0	44	0	386	36	0	0	23	173	31	0	12	67	29	40	15	0	0	0	75	182	0	149	0	436	0	74	0	7	281	345	565	24	139	0	22	0	40	52	0	30	0	0	0	0	0	0	0	0	0	0	0	0	105	0	31	0	0	16825	Pseudomonas	Pseudomonadaceae
ASV000047	150	21	84	19	170	14	182	47	98	254	18	199	16	146	257	25	102	74	29	15	88	2457	417	379	416	212	128	20	109	11	21	40	27	23	208	35	121	18	413	29	10	15	44	22	19	218	13	24	18	345	106	29	27	12	597	47	41	671	18	101	153	63	40	52	31	31	38	22	68	28	39	209	531	43	106	11	0	447	313	16	43	77	62	52	3829	0	0	117	405	204	86	16585	Pseudomonas	Pseudomonadaceae
ASV000049	74	57	145	596	97	100	168	65	179	87	36	94	365	78	195	67	94	117	106	35	90	121	118	70	211	119	995	78	140	482	117	46	89	68	84	288	69	179	199	81	162	62	142	661	358	115	61	53	84	232	112	132	166	43	87	253	607	89	19	221	571	26	80	498	119	562	249	112	204	32	52	164	42	447	51	1173	0	14	294	397	33	113	317	0	0	109	228	71	280	42	78	16416	Aromatoleum	Rhodocyclaceae
ASV000050	53	27	401	41	238	44	260	59	436	33	50	44	29	221	211	146	41	50	76	29	221	60	40	43	14	80	88	32	30	16	456	29	254	17	75	244	31	258	241	44	37	11	40	56	12	806	58	81	47	646	349	137	1029	35	46	2265	116	21	21	408	9	13	18	850	110	67	2445	45	616	39	23	697	15	103	0	0	5	0	33	233	0	0	0	0	0	0	0	0	20	0	14	16338	Idiomarina	Idiomarinaceae
ASV000051	99	142	67	81	18	142	0	64	102	85	0	33	418	409	43	38	40	72	117	66	73	88	93	0	58	123	44	97	198	240	39	40	54	48	103	26	67	29	0	19	131	154	42	62	44	0	54	0	38	0	521	78	28	0	38	0	22	33	32	21	98	949	40	42	106	0	0	93	37	477	0	0	31	91	213	263	29	78	146	201	836	4385	588	465	145	297	439	171	133	551	300	15977	Skermanella	Azospirillaceae
ASV000053	101	50	424	56	263	74	126	62	364	65	74	41	22	171	492	47	57	120	111	28	147	49	27	63	0	98	41	43	56	50	945	36	100	42	98	775	24	999	700	64	57	14	56	94	37	291	78	111	40	639	144	318	1801	67	95	1243	18	26	24	761	0	0	13	537	163	70	602	72	500	61	30	469	63	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15664	Jhaorihella	Rhodobacteraceae
ASV000054	47	16	10	21	0	1861	0	0	0	0	157	0	43	316	0	25	865	0	0	8492	29	0	17	0	0	71	0	245	0	853	0	207	25	130	42	0	46	16	0	0	21	11	16	0	154	0	43	257	203	125	7	170	21	0	0	0	0	0	88	0	65	104	0	6	0	32	0	0	9	16	0	0	146	0	0	0	0	0	0	264	0	0	174	0	0	0	0	20	0	0	0	15486	Halomonas	Halomonadaceae
ASV000055	112	465	181	97	119	131	177	662	141	180	92	33	150	130	173	58	60	125	139	501	116	104	293	47	108	78	172	90	531	101	506	41	127	39	135	868	36	0	213	38	219	304	52	386	117	152	51	56	40	70	170	0	0	79	78	212	403	38	103	409	207	93	26	37	352	526	122	77	74	69	43	61	523	98	109	0	0	0	120	75	0	0	620	33	14	240	458	101	651	35	394	15466	Thermomonas	Xanthomonadaceae
ASV000056	354	36	816	10	0	140	30	0	639	0	17	0	19	189	0	155	16	593	32	11	327	0	6	184	0	389	21	301	25	22	0	184	388	0	445	0	134	0	6	834	27	31	175	19	0	10	511	488	16	0	0	13	16	81	276	0	0	40	0	9	0	15	610	39	433	16	12	9	9	40	9	0	60	0	681	146	2674	194	34	527	864	90	0	211	67	41	0	436	0	0	144	15396	Cupriavidus	Burkholderiaceae
ASV000057	24	942	46	70	0	99	83	661	33	36	24	37	114	47	5	42	17	93	49	0	75	11	0	29	13	54	232	64	383	258	23	24	72	38	41	20	18	23	18	51	682	50	528	492	51	20	80	47	63	5	16	0	27	86	35	9	140	452	41	14	240	7	24	8	198	323	0	781	30	44	12	36	15	70	232	62	21	75	439	289	751	30	332	65	87	410	1189	94	908	808	924	15211	Wenzhouxiangella	Wenzhouxiangellaceae
ASV000058	327	149	0	4	0	5	6	2	7	11	0	3	3	0	0	0	10231	4	122	0	0	99	106	2	0	533	0	0	9	2	5	0	5	3	529	3	317	0	0	140	0	0	3	5	2	4	213	317	0	0	8	0	190	154	0	0	33	0	0	0	0	114	0	3	19	142	0	126	7	0	4	160	0	4	0	6	20	0	0	747	11	0	66	0	0	7	11	11	32	0	58	15104	Halomonas	Halomonadaceae
ASV000059	164	199	110	24	364	67	51	407	52	156	48	62	229	45	400	78	109	63	65	0	51	87	1789	761	43	195	49	0	217	27	117	17	132	0	205	523	119	18	226	37	34	0	52	107	19	165	0	0	0	125	173	123	33	29	58	44	123	25	40	420	0	68	21	245	132	53	75	0	185	62	71	90	30	25	59	44	0	1040	42	186	2370	14	57	343	41	165	412	30	265	41	26	15068	Aromatoleum	Rhodocyclaceae
ASV000060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	13	267	158	186	1074	15	205	394	173	170	7	6	512	8	16	11491	14937	Sulfuritalea	Sterolibacteriaceae
ASV000062	58	0	49	14	7	59	51	31	0	117	63	156	0	1901	5	27	26	44	461	1619	50	341	27	9	29	28	14	65	212	18	8	87	30	30	50	0	24	0	0	0	83	140	0	101	34	9	20	73	48	27	0	37	7	18	26	13	100	15	390	11	22	25	0	0	32	121	9	122	0	23	108	0	537	44	101	0	37	68	123	196	28	67	548	73	3267	34	28	212	316	170	1643	14816	Skermanella	Azospirillaceae
ASV000063	62	263	87	71	178	79	67	541	48	24	45	23	62	57	148	46	22	61	94	0	76	115	123	332	80	52	201	36	299	209	165	26	83	0	130	971	27	20	91	20	414	434	33	275	44	82	59	18	0	0	210	100	49	24	55	69	359	110	182	366	38	0	15	28	188	63	96	24	84	52	34	111	23	33	83	58	50	74	155	1621	863	32	745	25	24	55	456	129	507	170	910	14663	Azoarcus	Zoogloeaceae
ASV000064	233	149	33	0	278	47	60	33	85	40	32	25	331	22	0	55	5426	48	362	9	50	110	80	28	213	325	18	59	96	262	56	37	53	12	322	23	216	40	19	115	597	355	40	68	0	197	177	184	0	15	0	30	130	104	21	31	291	149	40	53	364	80	26	46	73	490	38	374	55	42	42	120	15	58	9	15	0	0	67	39	0	0	150	0	33	26	49	23	309	110	122	14659	Ruegeria	Roseobacteraceae
ASV000065	41	123	93	669	94	46	698	37	93	87	39	54	179	48	122	42	13	87	105	13	55	19	17	38	269	93	620	35	170	461	85	34	62	40	55	217	26	309	171	50	123	80	347	335	355	199	48	477	46	212	267	58	118	33	43	168	314	111	47	192	236	14	33	88	96	452	336	49	433	33	298	200	19	261	23	12	8	692	230	357	594	0	349	18	23	57	103	75	215	182	63	14631	Luteimonas	Xanthomonadaceae
ASV000066	79	60	31	297	70	111	875	139	77	190	0	55	44	100	61	46	159	95	297	40	101	197	209	0	277	104	100	100	190	241	0	44	35	71	90	0	87	17	84	74	0	414	255	176	115	45	38	49	45	48	44	72	33	44	82	28	78	419	68	22	1390	949	58	31	45	378	25	314	0	85	311	40	0	1178	68	29	15	162	201	73	33	24	1007	238	0	105	127	172	126	0	423	14529	Ruegeria	Roseobacteraceae
ASV000067	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10251	0	0	0	0	88	126	0	0	479	0	0	79	0	0	0	0	0	491	0	311	0	0	152	0	0	0	0	0	0	243	301	0	0	0	0	184	171	0	0	0	0	0	0	0	171	0	0	412	193	0	175	0	0	0	219	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	14459	Ruegeria	Roseobacteraceae
ASV000068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	568	187	0	0	43	274	131	15	190	11	718	183	3382	22	602	7878	9	14254	Sulfidibacter	Acanthopleuribacteraceae
ASV000069	260	12	65	24	0	15	379	90	167	78	16	17	22	268	64	13	121	53	102	14	156	3835	371	5	1914	290	6	0	20	12	0	95	15	0	285	0	285	14	94	31	46	27	14	0	60	0	37	89	19	14	222	0	40	34	23	61	391	58	79	22	0	97	27	60	13	1762	7	37	14	26	86	78	953	103	0	7	0	0	19	12	0	0	5	0	0	6	0	0	304	0	0	14060	Thermomonas	Xanthomonadaceae
ASV000070	0	63	0	152	0	18	1284	14	23	37	0	7	26	22	0	0	0	11	86	11	34	0	0	0	242	22	0	21	39	30	0	14	14	14	0	0	10	0	9	0	0	0	18	42	344	0	0	0	18	13	0	26	0	0	0	0	28	17	32	0	29	84	14	10	6	28	0	0	0	0	158	0	0	53	133	64	131	63	189	559	47	91	3206	87	98	56	57	764	79	44	5014	13805	Pseudomonas	Pseudomonadaceae
ASV000071	78	17	262	19	528	103	65	42	201	12	61	41	5	80	612	62	7	62	84	42	80	20	18	35	3	63	37	67	90	13	264	5	119	46	108	1121	4	199	775	15	46	0	34	65	52	771	22	34	17	2426	523	292	409	21	49	638	47	0	17	576	25	42	2	59	145	21	834	22	293	37	26	498	32	27	0	0	0	0	8	6	0	0	0	3	0	111	12	0	50	0	0	13757	Halomonas	Halomonadaceae
ASV000072	28	76	54	0	27	63	4	17	0	0	0	0	39	0	0	32	0	46	0	14	39	0	0	0	0	6	0	59	35	13	0	0	12	22	0	0	0	0	21	0	21	10	6	16	17	22	31	0	0	15	0	951	3	133	16	0	18	0	0	20	9	10	0	18	0	3	0	0	34	1003	0	9	18	0	441	137	38	57	41	528	619	31	211	213	197	2567	2274	83	106	1875	1336	13744	Ruegeria	Roseobacteraceae
ASV000073	127	33	107	43	1106	132	45	296	66	0	27	87	69	65	52	106	610	71	576	323	78	278	69	0	0	179	28	104	25	31	355	23	107	610	192	19	74	242	55	14	61	63	0	33	49	206	59	64	49	53	0	120	247	322	34	81	22	0	54	41	27	1698	0	50	87	33	75	34	87	1499	60	52	51	44	92	0	0	0	0	325	483	0	0	36	0	396	528	0	33	0	67	13739	Roseibium	Stappiaceae
ASV000074	65	31	172	38	279	38	34	35	140	32	48	22	89	26	261	32	137	79	77	17	27	25	14	22	54	79	17	15	94	18	88	25	48	19	88	358	30	44	239	38	26	12	33	39	43	744	54	59	31	525	597	197	195	34	58	242	211	39	9	812	0	22	21	960	105	33	294	38	809	48	26	958	30	21	14	39	20	123	82	663	2008	0	21	0	0	36	73	0	96	16	42	13552	Ruegeria	Roseobacteraceae
ASV000075	70	81	117	77	2225	12	19	15	14	65	46	144	0	69	1043	124	8	81	33	19	31	0	57	13	4	158	56	6	39	64	17	56	187	0	32	111	0	61	447	12	46	21	88	22	8	601	33	73	150	32	2700	120	25	19	42	6	123	0	1486	131	0	0	0	100	48	111	89	12	404	49	127	787	61	5	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	5	13166	Ruegeria	Roseobacteraceae
ASV000076	50	148	117	380	97	29	72	24	122	88	33	34	63	1374	84	41	17	51	49	15	53	50	22	109	465	89	333	38	123	36	73	53	55	27	52	300	39	185	82	34	45	21	73	105	78	146	24	31	43	152	113	74	133	14	59	196	419	54	36	201	217	0	45	469	79	35	304	21	497	29	432	293	23	79	0	35	0	96	217	197	1687	9	258	0	22	29	48	49	403	207	31	12934	Rhodobacter	Paracoccaceae
ASV000077	0	0	45	49	44	19	56	21	134	0	12	140	29	12	74	46	0	75	21	0	0	0	24	70	642	0	4262	0	73	0	0	89	67	21	0	75	61	0	16	91	0	38	151	20	68	45	0	0	0	36	0	0	0	0	119	7	43	2204	85	217	342	0	144	124	315	161	38	25	0	30	242	61	29	50	32	0	0	1659	74	0	96	21	0	24	31	0	0	35	0	0	47	12881	Jhaorihella	Rhodobacteraceae
ASV000078	0	0	17	0	0	0	0	0	1657	0	0	47	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	18	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	6	0	0	9	0	0	0	0	0	0	0	112	130	0	422	62	23	23	2213	255	60	82	52	0	7340	0	0	126	12708	Pseudomonas	Pseudomonadaceae
ASV000079	107	264	100	78	170	88	127	281	100	64	13	0	68	76	118	47	320	119	132	0	59	329	457	441	958	87	27	0	506	49	17	0	108	0	110	19	87	0	61	37	0	21	357	0	0	89	39	41	0	96	0	47	18	145	60	0	233	63	0	95	0	36	36	0	108	587	39	0	26	30	254	42	37	300	52	0	0	935	757	58	107	43	705	32	73	53	97	140	692	286	166	12619	Pseudomonas	Pseudomonadaceae
ASV000080	110	27	23	135	29	6	102	6	5	1255	12	2213	0	60	205	52	1446	71	143	9	30	693	51	6	29	216	28	3	3	42	4	6	64	34	145	252	83	33	16	15	8	0	113	31	211	11	19	43	49	0	282	4	14	19	12	5	95	46	312	7	0	39	0	0	21	63	27	49	34	8	392	51	40	92	50	0	2	1177	921	0	56	35	0	348	37	22	0	63	57	0	63	12590	Ruegeria	Roseobacteraceae
ASV000081	22	0	46	0	10	16	14	58	5	0	11	4	6	2182	50	10	0	42	8	7	52	20	110	123	8	9	8	11	200	56	3	26	15	0	14	14	6	0	71	8	27	0	7	6	4	5	4	49	8	16	14	20	0	8	17	9	46	0	50	27	0	3	0	0	25	46	3	0	6	13	98	10	470	3	350	177	0	15	174	171	58	1132	150	16	198	84	3018	46	257	2396	24	12505	Pseudomonas	Pseudomonadaceae
ASV000082	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	41	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	48	786	0	0	0	0	18	0	0	38	0	25	0	0	0	0	28	0	0	0	821	0	0	0	0	26	0	0	0	0	54	0	0	0	0	0	0	0	0	61	138	0	0	2212	260	0	149	167	0	6685	101	378	0	228	0	0	142	12458	Halomonas	Halomonadaceae
ASV000084	181	20	76	16	50	22	144	229	76	102	30	71	16	1598	111	95	97	60	29	12	117	1450	1479	265	279	211	380	22	280	0	29	42	99	8	239	25	166	138	58	23	128	87	40	37	0	16	17	22	20	9	18	0	72	20	36	75	27	499	276	24	35	59	34	24	62	49	78	13	21	206	56	8	43	74	37	0	0	19	197	0	27	23	0	618	0	394	33	27	317	0	89	12311	Unclassified family	Chromatiaceae
ASV000085	0	0	0	0	0	0	0	0	51	0	0	0	19	79	0	44	0	0	0	0	83	0	0	0	0	0	70	53	0	35	0	0	0	0	0	0	37	0	0	0	50	1180	0	0	0	0	69	0	0	0	0	0	0	64	0	0	0	31	33	0	0	0	0	32	0	0	0	0	0	302	0	0	0	0	306	473	0	71	90	59	106	7662	44	122	120	442	200	202	35	0	147	12311	Sulfidibacter	Acanthopleuribacteraceae
ASV000086	17	22	9	1225	14	0	387	67	12	72	15	155	0	266	0	23	0	277	14	15	208	53	154	10	111	77	64	0	0	16	0	20	27	88	26	0	20	25	140	11	57	10	561	116	38	0	6	14	29	0	10	0	0	0	530	52	11	144	398	0	0	0	11	0	19	0	14	95	30	12	144	0	16	5540	16	0	18	0	0	44	0	0	216	0	0	0	0	0	0	0	496	12287	Jhaorihella	Rhodobacteraceae
ASV000088	147	147	233	16	152	208	7	62	76	0	26	20	44	18	58	15	0	239	33	0	25	4	8	13	12	11	148	4	3595	6	39	32	158	13	42	592	39	67	351	3	19	10	11	41	3	117	0	5	0	10	12	27	37	83	87	7	93	1350	0	226	0	0	32	41	350	0	28	14	37	86	8	24	94	9	0	24	0	0	176	63	27	0	40	0	0	72	34	0	2154	39	0	12153	Pseudomonas	Pseudomonadaceae
ASV000089	94	103	147	35	455	52	73	82	82	24	30	45	61	115	425	48	39	125	60	16	63	255	33	158	0	74	93	19	433	18	142	13	81	16	101	150	26	72	611	23	15	0	33	52	11	375	39	49	33	219	430	103	226	36	55	297	73	11	24	242	44	23	0	65	130	87	120	54	117	46	34	454	45	49	81	0	0	937	538	16	65	48	51	948	0	140	134	123	421	0	80	11665	Unclassified family	Chromatiaceae
ASV000090	12	115	17	114	22	33	822	0	95	50	14	31	83	23	37	0	10	19	30	57	26	19	27	9	140	19	77	21	64	99	0	715	17	19	12	94	53	16	42	48	58	0	157	77	310	48	18	14	10	33	84	17	63	10	159	33	106	30	34	82	108	10	5050	32	18	154	29	19	76	0	221	94	23	92	0	775	0	0	31	24	12	60	86	0	13	0	27	18	46	175	14	11651	Labrenzia	Stappiaceae
ASV000091	5	0	175	0	0	1579	1438	10	2238	0	0	0	19	16	0	43	0	0	34	18	60	6	0	0	0	0	0	2978	9	2	5	16	22	9	0	0	12	0	9	0	0	25	0	0	3	0	28	0	0	11	0	28	0	29	0	0	17	0	0	0	21	12	20	6	7	9	0	0	0	25	19	0	0	0	23	1367	0	211	0	22	31	813	0	0	0	100	29	0	13	16	0	11588	Pseudomonas	Pseudomonadaceae
ASV000092	71	152	79	335	73	63	78	65	91	34	70	81	372	0	78	85	19	96	69	0	78	0	437	836	67	71	110	64	176	269	67	81	84	33	121	63	44	43	106	39	698	134	79	676	201	83	54	0	57	35	81	30	0	27	65	34	184	64	329	87	175	0	51	298	137	0	44	46	116	174	151	41	415	368	28	0	0	0	98	44	19	0	816	0	0	20	126	138	180	101	152	11356	Luteimonas	Xanthomonadaceae
ASV000093	0	13	119	113	0	273	59	15	132	22	12	125	0	50	0	0	19	243	20	153	38	13	0	0	0	41	0	234	0	0	361	0	0	6121	33	0	0	475	9	0	0	0	20	134	130	15	40	56	20	173	0	191	601	0	9	534	0	130	4	0	58	103	0	0	27	0	59	99	25	0	0	20	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11257	Stutzerimonas	Pseudomonadaceae
ASV000094	100	197	185	3047	329	32	57	364	64	87	0	55	14	0	1229	32	0	228	31	0	35	63	29	25	166	152	124	17	159	131	122	0	68	48	45	102	0	119	54	17	91	0	129	86	12	233	0	0	54	209	73	67	114	24	72	89	110	66	28	281	37	0	0	31	97	0	125	59	210	72	34	64	57	119	9	22	0	0	0	0	0	0	518	0	18	0	43	80	35	149	77	11121	Pseudomonas	Pseudomonadaceae
ASV000095	44	286	90	378	88	54	64	15	139	43	17	23	165	30	98	38	19	59	47	10	25	14	24	36	237	58	289	39	162	217	53	42	40	33	37	166	39	143	98	39	35	35	72	154	139	142	46	37	34	280	71	85	198	36	47	165	226	55	13	184	255	11	31	927	69	183	243	44	526	25	161	640	21	115	49	0	7	951	99	257	78	16	131	0	0	0	127	58	442	0	62	11080	Jhaorihella	Rhodobacteraceae
ASV000096	147	0	124	43	138	0	29	13	105	154	20	12	5	22	334	16	1824	79	27	20	21	226	62	12	209	150	0	26	83	16	25	47	28	15	129	183	104	24	144	42	35	19	42	4	14	165	78	89	27	451	568	122	74	59	109	31	105	42	11	1321	71	37	13	968	39	75	54	49	370	56	69	809	49	31	0	0	0	0	166	0	0	0	0	0	0	0	0	0	45	0	34	10959	Sulfidibacter	Acanthopleuribacteraceae
ASV000097	33	28	106	107	115	42	51	10	2524	22	28	14	144	28	178	25	9	51	53	16	39	11	34	31	103	37	456	21	109	198	97	27	20	22	53	485	34	99	269	29	146	19	265	236	159	176	25	18	16	335	98	98	82	18	54	164	113	15	8	405	259	11	41	40	75	123	210	27	284	27	21	321	15	65	18	0	7	0	15	370	13	0	235	0	0	0	101	34	119	0	50	10689	Luteimonas	Xanthomonadaceae
ASV000098	0	56	369	93	19	0	220	38	403	73	50	22	0	179	0	87	27	0	66	0	137	53	17	37	0	196	38	0	0	59	1130	0	146	19	100	30	0	1964	87	37	26	0	111	53	0	71	55	67	63	188	43	0	1136	31	0	1467	0	0	16	0	0	0	0	0	95	41	1134	47	132	0	8	34	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10672	Thiobacillus	Thiobacillaceae
ASV000099	116	156	124	0	158	82	68	188	64	83	37	0	112	33	136	30	116	76	75	0	28	207	0	39	114	41	70	34	621	0	59	0	76	19	82	1043	36	0	80	0	51	0	20	60	83	411	25	0	18	100	31	644	202	33	60	124	1006	266	16	482	0	0	0	58	184	70	187	30	705	41	351	188	47	0	11	9	9	0	41	0	0	7	0	7	34	49	25	20	140	295	184	10527	Ruegeria	Roseobacteraceae
ASV000100	24	64	60	439	58	49	686	52	59	56	25	20	153	34	73	24	11	62	57	16	39	65	17	35	169	50	604	31	124	161	56	20	45	27	56	329	16	67	97	46	152	0	300	201	249	133	36	21	23	197	73	41	70	25	50	124	140	31	11	163	266	29	34	20	81	334	187	50	120	20	174	152	28	138	65	0	0	20	372	50	24	26	264	720	40	267	222	77	140	290	158	10484	Ruegeria	Roseobacteraceae
ASV000101	0	159	0	185	0	0	274	0	0	7809	0	0	0	0	0	0	0	0	183	0	0	0	0	0	103	358	0	0	0	107	0	0	0	0	0	0	0	106	0	0	0	0	174	0	110	0	0	0	156	0	92	0	0	0	0	0	132	0	0	0	0	0	0	0	0	111	0	0	198	0	127	55	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	10476	Halomonas	Halomonadaceae
ASV000102	79	28	140	88	432	54	131	80	144	72	18	23	47	34	288	36	0	102	101	19	31	229	30	0	1366	46	0	0	393	34	85	48	57	22	39	62	76	33	140	0	15	19	18	11	89	261	18	19	13	127	163	277	114	26	59	61	401	51	48	296	0	18	29	78	58	238	117	0	193	43	67	116	53	39	49	0	0	894	473	111	80	0	179	0	46	0	107	56	533	0	123	10393	Pseudomonas	Pseudomonadaceae
ASV000103	0	108	0	127	0	0	0	9	0	155	180	0	0	251	0	0	0	0	0	119	0	0	0	201	0	319	0	0	0	69	8	176	0	0	0	0	0	91	8	15	0	0	188	0	0	3	0	198	7648	0	74	0	0	0	9	0	0	0	81	0	0	0	5	0	0	0	0	0	181	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10357	Pseudomonas	Pseudomonadaceae
ASV000104	160	0	22	178	6	75	55	32	0	48	9	71	0	0	6	42	62	43	134	99	38	274	43	0	0	192	30	107	49	149	0	0	0	70	180	0	144	0	0	17	30	299	0	20	69	0	0	0	0	66	0	74	0	0	186	18	12	0	17	0	27	5227	0	0	0	164	11	64	0	223	588	0	95	450	0	0	0	0	0	0	0	0	173	0	0	0	22	0	33	0	80	10283	Jhaorihella	Rhodobacteraceae
ASV000105	6	226	14	236	0	0	0	0	9	206	0	0	0	0	79	0	0	14	5	0	4	0	0	0	3	456	0	4	0	171	0	4	8	0	0	96	0	161	0	0	5	0	277	0	0	5	0	0	193	4	7778	6	0	0	6	0	39	0	0	0	0	0	0	7	12	0	0	0	244	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10282	Paracoccus	Paracoccaceae
ASV000106	17	0	17	0	0	0	0	0	0	0	0	0	0	0	140	0	235	17	0	38	0	0	10	0	0	23	0	0	0	0	0	0	0	0	20	0	11	0	0	0	14	0	0	0	0	0	19	12	0	0	0	0	0	0	10	0	16	0	0	7	0	0	0	0	0	107	0	9	0	68	0	33	10	0	198	139	0	0	0	185	118	0	112	440	0	6583	1317	17	139	171	0	10252	Diaphorobacter	Comamonadaceae
ASV000107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	63	72	0	0	98	323	73	71	0	0	9303	0	0	64	10197	Pseudomonas	Pseudomonadaceae
