Station	Unnamed: 0	Sample No	Volatile Suspended Solids (mg/L)	Unionised Ammonia (mg/L)	Turbidity (NTU)	Total Phosphorus (mg/L)	Total Nitrogen (mg/L)	Total Kjeldahl Nitrogen (mg/L)	Total Inorganic Nitrogen (mg/L)	Temperature (°C)	Suspended Solids (mg/L)	Silica (mg/L)	Secchi Disc Depth (M)	Salinity (psu)	Phaeo-pigments (μg/L)	pH	Orthophosphate Phosphorus (mg/L)	Nitrite Nitrogen (mg/L)	Nitrate Nitrogen (mg/L)	Faecal Coliforms (cfu/100mL)	E. coli (cfu/100mL)	Dissolved Oxygen (mg/L)	Dissolved Oxygen (%saturation)	Chlorophyll-a (μg/L)	Ammonia Nitrogen (mg/L)	5-day Biochemical Oxygen Demand (mg/L)	Year	Month	x	y	DIN(mg/L)	DIN(uM)	Nitrite Nitrogen (uM)	Nitrate Nitrogen (uM)	Ammonia Nitrogen (uM)
NM6	4836.0	1.0	1.7895652173913044	0.0027768115942028984	8.075652173913044	0.05688073394495413	0.9733639143730888	0.3312844036697248	0.7311304347826088	24.52521739130435	9.714202898550726	2.729478260869565	2.071304347826087	24.871304347826086	1.4921739130434781	7.8533333333333335	0.02269855072463768	0.0889913043478261	0.5538579710144927	188.78840579710146	85.06086956521739	6.211304347826087	85.34492753623188	4.187826086956521	0.0875391304347826	0.9028985507246376	2016.3391304347826	6.556521739130435	113.898466666666	22.3394333333333	0.7303884057971014	52.17060041407867	6.356521739130435	39.56128364389234	6.252795031055901
NM8	5643.0	1.0	2.1228985507246376	0.0018202898550724637	13.100289855072464	0.04899082568807339	0.7659021406727828	0.3113149847094801	0.5102898550724638	24.31072463768116	12.622028985507248	2.1680869565217393	2.026086956521739	27.003478260869567	1.5742028985507246	7.914782608695652	0.015556521739130434	0.060933333333333325	0.4000376811594203	41.18550724637681	16.214492753623187	6.298840579710145	87.14782608695653	4.19768115942029	0.0486927536231884	0.750144927536232	2016.3391304347826	6.556521739130435	113.864766666666	22.27825	0.509663768115942	36.40455486542443	4.352380952380952	28.574120082815735	3.478053830227743
NT1	5859.0	1.0	1.9448275862068964	0.003977011494252874	6.150574712643678	0.056835443037974685	0.8827848101265822	0.4029113924050633	0.5924137931034482	24.901149425287358	8.63103448275862	2.1310344827586207	1.9942528735632183	25.802298850574715	2.668965517241379	7.849425287356322	0.019816091954022987	0.06105747126436782	0.41836781609195406	4551.724137931034	912.6781609195402	5.8310344827586205	81.24137931034483	6.089655172413792	0.11283908045977012	0.9632183908045977	2017.2758620689656	6.264367816091954	113.97255	22.3745833333333	0.592264367816092	42.30459770114943	4.361247947454844	29.883415435139575	8.059934318555008
PM1	1039.0	1.0	1.2092753623188406	0.0016086956521739132	2.318550724637681	0.028440366972477066	0.35354740061162077	0.3265137614678899	0.06005797101449275	24.305217391304346	3.5643478260869568	0.6546666666666667	3.082608695652174	31.699710144927536	1.0388405797101448	7.979420289855073	0.00618840579710145	0.004765217391304348	0.022614492753623188	95.6376811594203	29.515942028985506	6.470434782608696	91.76231884057971	3.1765217391304352	0.03222028985507246	0.9956521739130435	2016.3391304347826	6.556521739130435	114.28575	22.3873666666666	0.0596	4.257142857142857	0.3403726708074534	1.6153209109730848	2.301449275362319
PM11	2044.0	1.0	0.9202279202279202	0.001225071225071225	2.601709401709402	0.03135135135135135	0.35453453453453454	0.30483483483483487	0.07282051282051281	23.16296296296296	3.2686609686609684	0.6408831908831909	4.0538461538461545	32.61253561253561	0.6005698005698006	7.954415954415954	0.008387464387464388	0.009088319088319087	0.03905698005698006	4.373219373219373	1.1794871794871795	6.256980056980057	87.5925925925926	1.8373219373219372	0.024225071225071226	0.5868945868945868	2016.4017094017095	6.641025641025641	114.33605	22.3206666666666	0.07237037037037036	5.169312169312169	0.6491656491656491	2.78978428978429	1.7303622303622304
PM2	3295.0	1.0	1.1440579710144927	0.0016347826086956522	2.37768115942029	0.03091743119266055	0.36220183486238533	0.3277064220183486	0.06869565217391305	24.03159420289855	3.5226086956521736	0.6658260869565218	3.059130434782609	31.781739130434786	0.9802898550724637	7.9394202898550725	0.007023188405797101	0.00591304347826087	0.028130434782608696	197.33623188405798	41.58840579710145	6.3072463768115945	89.06376811594203	3.19536231884058	0.03417101449275362	0.8521739130434782	2016.3391304347826	6.556521739130435	114.278116666666	22.3773833333333	0.06821449275362318	4.872463768115941	0.422360248447205	2.0093167701863353	2.4407867494824016
PM3	4576.0	1.0	1.1559420289855074	0.0014579710144927535	2.2420289855072464	0.03125382262996942	0.36678899082568805	0.3328134556574924	0.06559420289855072	23.68173913043478	3.4478260869565216	0.6306376811594203	3.3617391304347826	32.10260869565217	0.9272463768115942	7.954202898550724	0.0072753623188405794	0.006350724637681159	0.02768985507246377	38.84347826086957	8.368115942028986	6.264347826086956	88.19130434782609	2.6602898550724636	0.03127246376811594	0.8315942028985507	2016.3391304347826	6.556521739130435	114.281833333333	22.3692666666666	0.06531304347826086	4.665217391304347	0.4536231884057971	1.9778467908902695	2.2337474120082814
PM4	5856.0	1.0	1.3405797101449275	0.001620289855072464	2.5257971014492755	0.028746177370030584	0.353914373088685	0.3287461773700306	0.057507246376811594	24.176521739130433	4.1405797101449275	0.6996231884057971	3.04	31.736231884057972	1.0179710144927536	7.966376811594203	0.006272463768115942	0.004463768115942029	0.020744927536231885	36.39420289855072	4.814492753623188	6.3310144927536225	89.59710144927536	3.324347826086957	0.03203188405797101	0.9092753623188405	2016.3391304347826	6.556521739130435	114.31365	22.3823333333333	0.05724057971014493	4.088612836438924	0.31884057971014496	1.4817805383022775	2.287991718426501
PM6	7071.0	1.0	1.1638176638176638	0.001678062678062678	2.421367521367521	0.02996996996996997	0.3550750750750751	0.3183183183183183	0.07452991452991453	23.768091168091168	3.784615384615385	0.7053846153846154	3.371794871794872	31.88974358974359	1.0632478632478632	7.938461538461539	0.007245014245014245	0.006139601139601139	0.031509971509971514	71.23931623931624	22.923076923076923	6.205698005698006	87.35042735042735	3.003988603988604	0.03632478632478633	0.8396011396011396	2016.4017094017095	6.641025641025641	114.270216666666	22.3517	0.07397435897435897	5.283882783882784	0.4385429385429385	2.250712250712251	2.594627594627595
PM7	8362.5	1.0	0.9866666666666666	0.0013555555555555556	2.2600000000000002	0.030614035087719302	0.36371345029239766	0.3236257309941521	0.06780555555555555	23.28972222222222	3.2716666666666665	0.6270833333333333	3.999166666666667	32.36138888888889	0.7319444444444444	7.963333333333334	0.007899999999999999	0.007705555555555556	0.03161111111111111	14.952777777777778	2.0444444444444443	6.256388888888889	87.5111111111111	2.0283333333333333	0.028152777777777777	0.6725	2016.5	6.5	114.29505	22.3408833333333	0.06746944444444444	4.819246031746032	0.5503968253968254	2.257936507936508	2.010912698412698
PM8	9651.0	1.0	0.9304347826086956	0.0012695652173913045	2.60231884057971	0.028990825688073395	0.33816513761467887	0.29204892966360857	0.07066666666666667	23.272173913043478	3.339420289855072	0.6371014492753624	4.129565217391304	32.520869565217396	0.6266666666666666	7.959999999999999	0.00832463768115942	0.00870144927536232	0.03608985507246377	8.907246376811594	1.3420289855072465	6.2843478260869565	87.96521739130435	1.7768115942028986	0.025359420289855075	0.5518840579710145	2016.3391304347826	6.556521739130435	114.312416666666	22.3194666666666	0.07015072463768117	5.010766045548655	0.6215320910973086	2.5778467908902694	1.8113871635610768
